transaction_id,account_id,member_id,transaction_timestamp,transaction_type,amount,currency_code,description,channel,country_code,last_modified_ts
TXN00006930,ACCT025658,MEM011037,2026-02-16T18:58:31.992375+00:00,WIRE,20710.29,USD,WIRE transaction,ATM,US,2026-02-16T19:16:31.992375+00:00
TXN00006931,ACCT002897,MEM004138,2026-01-25T13:21:18.992384+00:00,ATM,9415.49,USD,ATM transaction,ATM,US,2026-01-25T14:07:18.992384+00:00
TXN00006932,ACCT014348,MEM004841,2026-01-26T11:20:29.992392+00:00,ACH,2875.83,USD,ACH transaction,ATM,US,2026-01-26T11:24:29.992392+00:00
TXN00006933,ACCT011637,MEM000252,2026-02-03T20:13:40.992401+00:00,ATM,9083.84,USD,ATM transaction,ONLINE,US,2026-02-03T20:22:40.992401+00:00
TXN00006934,ACCT023557,MEM009548,2026-01-19T06:40:47.992409+00:00,WIRE,22443.44,USD,WIRE transaction,ATM,US,2026-01-19T07:10:47.992409+00:00
TXN00006935,ACCT029861,MEM004167,2026-02-08T17:39:39.992417+00:00,WIRE,24347.08,USD,WIRE transaction,BRANCH,CA,2026-02-08T18:23:39.992417+00:00
TXN00006936,ACCT013528,MEM010309,2026-02-11T11:50:21.992425+00:00,CREDIT,14837.98,USD,CREDIT transaction,ONLINE,US,2026-02-11T12:40:21.992425+00:00
TXN00006937,ACCT005227,MEM004278,2026-01-19T14:50:56.992434+00:00,ACH,621.09,USD,ACH transaction,ATM,US,2026-01-19T15:31:56.992434+00:00
TXN00006938,ACCT014111,MEM010896,2026-01-23T22:10:22.992442+00:00,CASH_DEPOSIT,2911.58,USD,CASH_DEPOSIT transaction,ATM,CA,2026-01-23T22:12:22.992442+00:00
TXN00006939,ACCT000198,MEM007204,2026-02-10T22:00:33.992451+00:00,WIRE,20901.14,USD,WIRE transaction,ATM,US,2026-02-10T22:31:33.992451+00:00
TXN00006940,ACCT005486,MEM002842,2026-02-15T08:45:15.992459+00:00,DEBIT,19609.02,USD,DEBIT transaction,ATM,US,2026-02-15T09:06:15.992459+00:00
TXN00006941,ACCT021652,MEM010788,2026-02-02T13:27:41.992467+00:00,CREDIT,22701.75,USD,CREDIT transaction,ONLINE,US,2026-02-02T13:43:41.992467+00:00
TXN00006942,ACCT006119,MEM008946,2026-02-13T17:04:26.992475+00:00,CREDIT,11253.22,USD,CREDIT transaction,ONLINE,MX,2026-02-13T17:26:26.992475+00:00
TXN00006943,ACCT012124,MEM004357,2026-02-03T17:13:37.992484+00:00,WIRE,23152.7,USD,WIRE transaction,ONLINE,US,2026-02-03T17:37:37.992484+00:00
TXN00006944,ACCT020122,MEM000593,2026-02-06T05:37:49.992492+00:00,WIRE,24436.65,USD,WIRE transaction,ATM,MX,2026-02-06T05:54:49.992492+00:00
TXN00006945,ACCT014602,MEM003080,2026-01-22T07:46:56.992500+00:00,DEBIT,4118.92,USD,DEBIT transaction,BRANCH,US,2026-01-22T08:34:56.992500+00:00
TXN00006946,ACCT020663,MEM014808,2026-01-19T13:56:23.992509+00:00,ACH,18572.63,USD,ACH transaction,ONLINE,US,2026-01-19T14:44:23.992509+00:00
TXN00006947,ACCT013871,MEM010678,2026-01-22T20:56:02.992517+00:00,ACH,4091.7,USD,ACH transaction,ATM,CA,2026-01-22T21:56:02.992517+00:00
TXN00006948,ACCT025607,MEM013775,2026-02-12T22:41:11.992525+00:00,DEBIT,3416.31,USD,DEBIT transaction,MOBILE,US,2026-02-12T23:05:11.992525+00:00
TXN00006949,ACCT012322,MEM004256,2026-02-04T18:09:03.992534+00:00,WIRE,18021.6,USD,WIRE transaction,MOBILE,MX,2026-02-04T19:01:03.992534+00:00
TXN00006950,ACCT029458,MEM000783,2026-01-31T23:28:36.992542+00:00,ATM,9560.98,USD,ATM transaction,ATM,US,2026-01-31T23:31:36.992542+00:00
TXN00006951,ACCT008121,MEM013014,2026-02-14T11:11:19.992550+00:00,ATM,16219.63,USD,ATM transaction,BRANCH,US,2026-02-14T11:40:19.992550+00:00
TXN00006952,ACCT028972,MEM002796,2026-02-17T11:35:33.992559+00:00,ACH,22015.87,USD,ACH transaction,MOBILE,US,2026-02-17T11:35:33.992559+00:00
TXN00006953,ACCT010976,MEM012530,2026-02-11T05:42:55.992567+00:00,CASH_DEPOSIT,13024.66,USD,CASH_DEPOSIT transaction,ONLINE,US,2026-02-11T05:57:55.992567+00:00
TXN00006954,ACCT010563,MEM011199,2026-01-23T13:47:20.992576+00:00,CREDIT,16904.93,USD,CREDIT transaction,ATM,US,2026-01-23T13:47:20.992576+00:00
TXN00006955,ACCT028477,MEM011879,2026-02-06T07:02:21.992584+00:00,CASH_DEPOSIT,4642.26,USD,CASH_DEPOSIT transaction,MOBILE,US,2026-02-06T07:55:21.992584+00:00
TXN00006956,ACCT028217,MEM013750,2026-01-21T20:11:16.992593+00:00,DEBIT,2946.4,USD,DEBIT transaction,ONLINE,US,2026-01-21T20:22:16.992593+00:00
TXN00006957,ACCT025277,MEM014447,2026-01-23T12:11:31.992601+00:00,ACH,21406.39,USD,ACH transaction,ONLINE,US,2026-01-23T12:23:31.992601+00:00
TXN00006958,ACCT007187,MEM014575,2026-02-17T12:10:33.992610+00:00,WIRE,24268.99,USD,WIRE transaction,ONLINE,MX,2026-02-17T12:24:33.992610+00:00
TXN00006959,ACCT009487,MEM000305,2026-02-15T15:56:20.992618+00:00,ACH,5675.7,USD,ACH transaction,ONLINE,CA,2026-02-15T16:36:20.992618+00:00
TXN00006960,ACCT019415,MEM002332,2026-01-26T04:39:09.992626+00:00,WIRE,11598.49,USD,WIRE transaction,ONLINE,MX,2026-01-26T05:34:09.992626+00:00
TXN00006961,ACCT000417,MEM013838,2026-02-12T06:27:22.992634+00:00,ATM,18361.63,USD,ATM transaction,MOBILE,US,2026-02-12T07:04:22.992634+00:00
TXN00006962,ACCT015894,MEM004805,2026-01-26T23:56:38.992643+00:00,ATM,876.06,USD,ATM transaction,ATM,US,2026-01-27T00:55:38.992643+00:00
TXN00006963,ACCT019370,MEM001907,2026-02-04T18:39:06.992651+00:00,WIRE,613.45,USD,WIRE transaction,ATM,US,2026-02-04T19:11:06.992651+00:00
TXN00006964,ACCT006792,MEM009049,2026-01-27T04:08:20.992659+00:00,WIRE,19962.24,USD,WIRE transaction,ATM,US,2026-01-27T04:15:20.992659+00:00
TXN00006965,ACCT013539,MEM008116,2026-02-02T19:57:12.992668+00:00,ATM,18628.02,USD,ATM transaction,MOBILE,MX,2026-02-02T20:17:12.992668+00:00
TXN00006966,ACCT005358,MEM009228,2026-01-20T03:21:28.992676+00:00,ACH,22867.49,USD,ACH transaction,MOBILE,US,2026-01-20T04:08:28.992676+00:00
TXN00006967,ACCT015594,MEM003579,2026-01-29T09:20:14.992684+00:00,CASH_DEPOSIT,5665.29,USD,CASH_DEPOSIT transaction,BRANCH,US,2026-01-29T10:20:14.992684+00:00
TXN00006968,ACCT006248,MEM011082,2026-02-07T03:43:22.992693+00:00,DEBIT,12226.2,USD,DEBIT transaction,ONLINE,MX,2026-02-07T04:25:22.992693+00:00
TXN00006969,ACCT025061,MEM005262,2026-02-16T06:50:33.992701+00:00,WIRE,8162.29,USD,WIRE transaction,ONLINE,US,2026-02-16T06:54:33.992701+00:00
TXN00006970,ACCT029255,MEM007346,2026-02-06T21:39:03.992709+00:00,DEBIT,7705.47,USD,DEBIT transaction,MOBILE,MX,2026-02-06T22:20:03.992709+00:00
TXN00006971,ACCT025565,MEM008307,2026-02-07T01:01:34.992732+00:00,ACH,3758.68,USD,ACH transaction,MOBILE,CA,2026-02-07T01:52:34.992732+00:00
TXN00006972,ACCT024529,MEM007069,2026-01-22T16:07:18.992742+00:00,CASH_DEPOSIT,2147.15,USD,CASH_DEPOSIT transaction,ONLINE,US,2026-01-22T16:58:18.992742+00:00
TXN00006973,ACCT025967,MEM000122,2026-02-14T00:42:52.992751+00:00,WIRE,14575.75,USD,WIRE transaction,BRANCH,US,2026-02-14T00:53:52.992751+00:00
TXN00006974,ACCT014465,MEM004102,2026-02-06T16:47:34.992760+00:00,CREDIT,10694.57,USD,CREDIT transaction,BRANCH,CA,2026-02-06T17:02:34.992760+00:00
TXN00006975,ACCT002466,MEM008611,2026-01-23T07:29:50.992769+00:00,CREDIT,1132.43,USD,CREDIT transaction,ATM,US,2026-01-23T07:47:50.992769+00:00
TXN00006976,ACCT015780,MEM011727,2026-02-14T14:19:11.992777+00:00,CASH_DEPOSIT,4711.87,USD,CASH_DEPOSIT transaction,ONLINE,CA,2026-02-14T15:06:11.992777+00:00
TXN00006977,ACCT002143,MEM001781,2026-01-21T23:32:41.992786+00:00,DEBIT,3573.08,USD,DEBIT transaction,ATM,CA,2026-01-21T23:56:41.992786+00:00
TXN00006978,ACCT008367,MEM007558,2026-02-09T23:02:57.992795+00:00,CREDIT,630.28,USD,CREDIT transaction,MOBILE,US,2026-02-09T23:48:57.992795+00:00
TXN00006979,ACCT027028,MEM005303,2026-02-01T13:13:00.992804+00:00,ATM,7801.58,USD,ATM transaction,ATM,CA,2026-02-01T14:08:00.992804+00:00
TXN00006980,ACCT002105,MEM010681,2026-02-03T10:03:41.992812+00:00,CREDIT,11302.16,USD,CREDIT transaction,ONLINE,CA,2026-02-03T10:35:41.992812+00:00
TXN00006981,ACCT013256,MEM006594,2026-01-23T07:52:16.992821+00:00,CREDIT,8171.07,USD,CREDIT transaction,BRANCH,CA,2026-01-23T08:32:16.992821+00:00
TXN00006982,ACCT017128,MEM014550,2026-02-17T07:50:27.992830+00:00,CASH_DEPOSIT,345.84,USD,CASH_DEPOSIT transaction,ATM,US,2026-02-17T08:25:27.992830+00:00
TXN00006983,ACCT017925,MEM010943,2026-02-08T19:21:22.992839+00:00,ATM,1134.64,USD,ATM transaction,ATM,CA,2026-02-08T19:53:22.992839+00:00
TXN00006984,ACCT000321,MEM008505,2026-02-13T04:33:28.992847+00:00,WIRE,10115.62,USD,WIRE transaction,ONLINE,US,2026-02-13T05:30:28.992847+00:00
TXN00006985,ACCT001237,MEM012306,2026-02-14T21:56:29.992856+00:00,ACH,12706.88,USD,ACH transaction,BRANCH,US,2026-02-14T22:14:29.992856+00:00
TXN00006986,ACCT018211,MEM008633,2026-01-29T17:14:56.992865+00:00,CREDIT,20160.92,USD,CREDIT transaction,BRANCH,CA,2026-01-29T17:18:56.992865+00:00
TXN00006987,ACCT012372,MEM000557,2026-01-26T13:21:12.992873+00:00,CASH_DEPOSIT,5131.43,USD,CASH_DEPOSIT transaction,MOBILE,US,2026-01-26T14:09:12.992873+00:00
TXN00006988,ACCT008583,MEM009241,2026-01-28T04:13:06.992882+00:00,DEBIT,20862.63,USD,DEBIT transaction,BRANCH,US,2026-01-28T04:46:06.992882+00:00
TXN00006989,ACCT025006,MEM002486,2026-02-14T02:18:14.992891+00:00,CREDIT,4750.44,USD,CREDIT transaction,BRANCH,MX,2026-02-14T03:05:14.992891+00:00
TXN00006990,ACCT021298,MEM003756,2026-02-17T21:43:43.992900+00:00,DEBIT,7638.92,USD,DEBIT transaction,ONLINE,MX,2026-02-17T22:33:43.992900+00:00
TXN00006991,ACCT021448,MEM001326,2026-02-07T01:58:52.992908+00:00,DEBIT,6930.33,USD,DEBIT transaction,MOBILE,US,2026-02-07T02:29:52.992908+00:00
TXN00006992,ACCT023769,MEM007820,2026-01-29T05:16:50.992917+00:00,CREDIT,6377.54,USD,CREDIT transaction,BRANCH,MX,2026-01-29T06:00:50.992917+00:00
TXN00006993,ACCT006668,MEM014382,2026-01-29T11:27:07.992926+00:00,DEBIT,13875.02,USD,DEBIT transaction,BRANCH,CA,2026-01-29T12:08:07.992926+00:00
TXN00006994,ACCT020829,MEM007986,2026-02-11T20:34:59.992934+00:00,CREDIT,22201.41,USD,CREDIT transaction,ONLINE,MX,2026-02-11T20:38:59.992934+00:00
TXN00006995,ACCT021600,MEM009497,2026-01-31T13:57:03.992943+00:00,CREDIT,8634.54,USD,CREDIT transaction,BRANCH,US,2026-01-31T14:41:03.992943+00:00
TXN00006996,ACCT005732,MEM001448,2026-01-24T18:45:08.992952+00:00,DEBIT,13373.69,USD,DEBIT transaction,BRANCH,CA,2026-01-24T19:16:08.992952+00:00
TXN00006997,ACCT007816,MEM004004,2026-02-15T03:50:52.992960+00:00,CASH_DEPOSIT,10202.82,USD,CASH_DEPOSIT transaction,ATM,US,2026-02-15T04:48:52.992960+00:00
TXN00006998,ACCT013228,MEM000219,2026-01-26T06:02:43.992969+00:00,WIRE,18980.89,USD,WIRE transaction,BRANCH,MX,2026-01-26T06:33:43.992969+00:00
TXN00006999,ACCT015470,MEM002620,2026-02-03T04:52:27.992977+00:00,DEBIT,14946.6,USD,DEBIT transaction,MOBILE,US,2026-02-03T05:25:27.992977+00:00
TXN00007000,ACCT022769,MEM000497,2026-01-24T12:58:29.992986+00:00,ATM,1774.81,USD,ATM transaction,BRANCH,MX,2026-01-24T13:03:29.992986+00:00
TXN00007001,ACCT005690,MEM008702,2026-01-28T23:25:14.992994+00:00,DEBIT,12019.82,USD,DEBIT transaction,BRANCH,CA,2026-01-29T00:04:14.992994+00:00
TXN00007002,ACCT010779,MEM014840,2026-02-07T11:50:29.993002+00:00,ACH,15043.83,USD,ACH transaction,BRANCH,US,2026-02-07T12:39:29.993002+00:00
TXN00007003,ACCT025794,MEM007341,2026-01-22T05:48:48.993011+00:00,CREDIT,22319.12,USD,CREDIT transaction,ONLINE,US,2026-01-22T06:15:48.993011+00:00
TXN00007004,ACCT010378,MEM004016,2026-01-21T11:09:15.993020+00:00,ACH,8709.95,USD,ACH transaction,MOBILE,MX,2026-01-21T11:42:15.993020+00:00
TXN00007005,ACCT001401,MEM007188,2026-02-11T00:36:00.993028+00:00,CREDIT,6075.06,USD,CREDIT transaction,BRANCH,US,2026-02-11T01:28:00.993028+00:00
TXN00007006,ACCT002802,MEM005582,2026-01-24T09:38:02.993038+00:00,CASH_DEPOSIT,10358.68,USD,CASH_DEPOSIT transaction,MOBILE,US,2026-01-24T09:52:02.993038+00:00
TXN00007007,ACCT016329,MEM009053,2026-02-15T17:12:57.993047+00:00,WIRE,20440.14,USD,WIRE transaction,ONLINE,US,2026-02-15T17:55:57.993047+00:00
TXN00007008,ACCT001226,MEM001387,2026-01-21T06:41:27.993056+00:00,WIRE,6986.68,USD,WIRE transaction,ATM,US,2026-01-21T07:35:27.993056+00:00
TXN00007009,ACCT008367,MEM004831,2026-02-10T22:32:12.993064+00:00,DEBIT,14034.43,USD,DEBIT transaction,MOBILE,US,2026-02-10T23:28:12.993064+00:00
TXN00007010,ACCT006605,MEM012408,2026-02-10T13:09:46.993073+00:00,ACH,929.67,USD,ACH transaction,MOBILE,US,2026-02-10T13:27:46.993073+00:00
TXN00007011,ACCT010805,MEM006598,2026-01-22T14:44:10.993082+00:00,ACH,11161.43,USD,ACH transaction,BRANCH,US,2026-01-22T15:36:10.993082+00:00
TXN00007012,ACCT013951,MEM011512,2026-01-27T11:02:27.993090+00:00,ACH,13613.92,USD,ACH transaction,ONLINE,CA,2026-01-27T12:01:27.993090+00:00
TXN00007013,ACCT026142,MEM007408,2026-02-07T11:52:28.993099+00:00,CREDIT,20074.8,USD,CREDIT transaction,MOBILE,CA,2026-02-07T11:53:28.993099+00:00
TXN00007014,ACCT020029,MEM014353,2026-01-29T01:05:29.993107+00:00,CREDIT,24355.73,USD,CREDIT transaction,ATM,US,2026-01-29T01:50:29.993107+00:00
TXN00007015,ACCT028175,MEM009538,2026-02-06T13:57:19.993116+00:00,ACH,10191.57,USD,ACH transaction,ONLINE,CA,2026-02-06T14:20:19.993116+00:00
TXN00007016,ACCT013530,MEM009727,2026-01-26T04:55:50.993125+00:00,CASH_DEPOSIT,7295.15,USD,CASH_DEPOSIT transaction,ATM,US,2026-01-26T05:51:50.993125+00:00
TXN00007017,ACCT007986,MEM011067,2026-01-29T02:01:51.993134+00:00,CASH_DEPOSIT,10117.25,USD,CASH_DEPOSIT transaction,BRANCH,CA,2026-01-29T02:48:51.993134+00:00
TXN00007018,ACCT029695,MEM014101,2026-01-31T04:55:13.993169+00:00,DEBIT,10412.73,USD,DEBIT transaction,ATM,US,2026-01-31T05:09:13.993169+00:00
TXN00007019,ACCT023412,MEM008126,2026-02-01T14:33:47.993178+00:00,WIRE,12046.82,USD,WIRE transaction,ATM,MX,2026-02-01T14:41:47.993178+00:00
TXN00007020,ACCT016552,MEM003830,2026-01-19T15:47:59.993187+00:00,ATM,6915.1,USD,ATM transaction,MOBILE,US,2026-01-19T16:21:59.993187+00:00
TXN00007021,ACCT014412,MEM004779,2026-01-24T08:01:34.993196+00:00,CREDIT,22799.85,USD,CREDIT transaction,ATM,MX,2026-01-24T08:57:34.993196+00:00
TXN00007022,ACCT024858,MEM010150,2026-01-21T18:50:45.993205+00:00,CREDIT,22599.4,USD,CREDIT transaction,MOBILE,US,2026-01-21T19:08:45.993205+00:00
TXN00007023,ACCT000143,MEM002989,2026-02-11T21:42:32.993213+00:00,ATM,6717.56,USD,ATM transaction,ATM,CA,2026-02-11T22:13:32.993213+00:00
TXN00007024,ACCT026609,MEM008472,2026-02-15T05:16:15.993222+00:00,WIRE,3885.99,USD,WIRE transaction,BRANCH,MX,2026-02-15T05:37:15.993222+00:00
TXN00007025,ACCT029922,MEM006521,2026-01-20T17:02:49.993230+00:00,DEBIT,13885.23,USD,DEBIT transaction,ONLINE,US,2026-01-20T17:16:49.993230+00:00
TXN00007026,ACCT025037,MEM002652,2026-01-27T23:17:32.993252+00:00,CREDIT,18019.49,USD,CREDIT transaction,ATM,US,2026-01-27T23:31:32.993252+00:00
TXN00007027,ACCT001015,MEM004982,2026-01-24T14:00:16.993262+00:00,CASH_DEPOSIT,24820.95,USD,CASH_DEPOSIT transaction,BRANCH,CA,2026-01-24T14:16:16.993262+00:00
TXN00007028,ACCT020020,MEM014614,2026-02-13T20:53:41.993271+00:00,WIRE,15628.78,USD,WIRE transaction,ONLINE,MX,2026-02-13T21:39:41.993271+00:00
TXN00007029,ACCT000498,MEM008586,2026-01-31T00:30:04.993279+00:00,DEBIT,7971.28,USD,DEBIT transaction,MOBILE,US,2026-01-31T01:09:04.993279+00:00
TXN00007030,ACCT028398,MEM008127,2026-01-20T10:12:17.993288+00:00,DEBIT,11563.49,USD,DEBIT transaction,BRANCH,MX,2026-01-20T11:02:17.993288+00:00
TXN00007031,ACCT004192,MEM010199,2026-02-08T05:02:54.993297+00:00,CREDIT,16960.75,USD,CREDIT transaction,ATM,US,2026-02-08T05:12:54.993297+00:00
TXN00007032,ACCT009534,MEM002976,2026-01-26T09:05:20.993305+00:00,ACH,19858.74,USD,ACH transaction,ATM,US,2026-01-26T09:09:20.993305+00:00
TXN00007033,ACCT011957,MEM005233,2026-01-29T15:37:57.993314+00:00,ATM,9337.63,USD,ATM transaction,MOBILE,US,2026-01-29T16:10:57.993314+00:00
TXN00007034,ACCT018195,MEM001168,2026-01-30T21:21:03.993323+00:00,CREDIT,5305.5,USD,CREDIT transaction,ONLINE,CA,2026-01-30T22:03:03.993323+00:00
TXN00007035,ACCT001944,MEM014278,2026-02-18T02:04:26.993331+00:00,WIRE,19605.62,USD,WIRE transaction,ATM,US,2026-02-18T02:34:26.993331+00:00
TXN00007036,ACCT025006,MEM013732,2026-02-08T00:54:20.993340+00:00,CASH_DEPOSIT,13084.75,USD,CASH_DEPOSIT transaction,ATM,US,2026-02-08T00:57:20.993340+00:00
TXN00007037,ACCT024457,MEM007072,2026-01-21T11:04:15.993349+00:00,DEBIT,10118.76,USD,DEBIT transaction,MOBILE,US,2026-01-21T11:30:15.993349+00:00
TXN00007038,ACCT002599,MEM007218,2026-02-14T23:54:40.993358+00:00,CREDIT,16500.12,USD,CREDIT transaction,MOBILE,CA,2026-02-14T23:55:40.993358+00:00
TXN00007039,ACCT012273,MEM006171,2026-02-10T06:05:59.993366+00:00,CASH_DEPOSIT,7332.78,USD,CASH_DEPOSIT transaction,MOBILE,MX,2026-02-10T06:10:59.993366+00:00
TXN00007040,ACCT007542,MEM012438,2026-01-24T11:16:53.993375+00:00,CREDIT,2116.46,USD,CREDIT transaction,MOBILE,MX,2026-01-24T11:44:53.993375+00:00
TXN00007041,ACCT008614,MEM006443,2026-02-02T07:28:20.993405+00:00,ATM,11454.81,USD,ATM transaction,ONLINE,CA,2026-02-02T08:03:20.993405+00:00
TXN00007042,ACCT013695,MEM000351,2026-02-08T23:47:28.993417+00:00,CREDIT,6708.78,USD,CREDIT transaction,ATM,US,2026-02-09T00:02:28.993417+00:00
TXN00007043,ACCT010168,MEM009962,2026-01-23T18:14:30.993426+00:00,CASH_DEPOSIT,13664.21,USD,CASH_DEPOSIT transaction,MOBILE,MX,2026-01-23T18:39:30.993426+00:00
TXN00007044,ACCT023076,MEM012803,2026-01-30T22:21:10.993435+00:00,ACH,18148.64,USD,ACH transaction,ONLINE,MX,2026-01-30T22:50:10.993435+00:00
TXN00007045,ACCT009452,MEM001770,2026-02-02T16:41:53.993444+00:00,DEBIT,12938.69,USD,DEBIT transaction,ATM,US,2026-02-02T16:53:53.993444+00:00
TXN00007046,ACCT017251,MEM007290,2026-01-28T21:34:17.993452+00:00,ATM,24528.23,USD,ATM transaction,ATM,US,2026-01-28T21:40:17.993452+00:00
TXN00007047,ACCT003963,MEM014874,2026-02-11T12:52:11.993461+00:00,WIRE,20050.1,USD,WIRE transaction,BRANCH,CA,2026-02-11T13:31:11.993461+00:00
TXN00007048,ACCT021462,MEM012164,2026-02-15T11:55:46.993470+00:00,CREDIT,21648.74,USD,CREDIT transaction,BRANCH,US,2026-02-15T12:33:46.993470+00:00
TXN00007049,ACCT022496,MEM002676,2026-02-04T02:29:17.993479+00:00,DEBIT,7358.36,USD,DEBIT transaction,ONLINE,US,2026-02-04T02:46:17.993479+00:00
TXN00007050,ACCT019879,MEM010008,2026-02-02T12:49:48.993488+00:00,WIRE,8259.64,USD,WIRE transaction,ONLINE,US,2026-02-02T13:19:48.993488+00:00
TXN00007051,ACCT025613,MEM013959,2026-02-09T05:36:55.993496+00:00,WIRE,8566.62,USD,WIRE transaction,MOBILE,US,2026-02-09T06:36:55.993496+00:00
TXN00007052,ACCT006873,MEM006867,2026-02-06T03:02:49.993505+00:00,CASH_DEPOSIT,1435.97,USD,CASH_DEPOSIT transaction,ATM,CA,2026-02-06T03:57:49.993505+00:00
TXN00007053,ACCT022866,MEM001208,2026-01-23T15:55:23.993514+00:00,WIRE,24380.18,USD,WIRE transaction,ATM,US,2026-01-23T16:45:23.993514+00:00
TXN00007054,ACCT013073,MEM007958,2026-02-15T16:29:36.993523+00:00,CREDIT,7121.17,USD,CREDIT transaction,MOBILE,CA,2026-02-15T16:53:36.993523+00:00
TXN00007055,ACCT021510,MEM011358,2026-01-25T14:50:27.993532+00:00,ACH,15155.54,USD,ACH transaction,BRANCH,US,2026-01-25T15:36:27.993532+00:00
TXN00007056,ACCT012552,MEM007856,2026-02-11T19:17:36.993540+00:00,ACH,6783.47,USD,ACH transaction,BRANCH,CA,2026-02-11T19:22:36.993540+00:00
TXN00007057,ACCT010763,MEM012771,2026-01-20T15:08:14.993549+00:00,ATM,10542.48,USD,ATM transaction,MOBILE,MX,2026-01-20T15:15:14.993549+00:00
TXN00007058,ACCT010019,MEM005481,2026-02-11T19:46:55.993557+00:00,ACH,753.67,USD,ACH transaction,ATM,US,2026-02-11T20:45:55.993557+00:00
TXN00007059,ACCT028948,MEM011269,2026-02-10T07:35:56.993566+00:00,ACH,13452.79,USD,ACH transaction,ATM,US,2026-02-10T07:48:56.993566+00:00
TXN00007060,ACCT004531,MEM006178,2026-01-22T01:32:56.993575+00:00,ACH,23144.2,USD,ACH transaction,MOBILE,CA,2026-01-22T02:08:56.993575+00:00
TXN00007061,ACCT022122,MEM006368,2026-02-04T16:55:23.993584+00:00,CREDIT,23899.07,USD,CREDIT transaction,MOBILE,CA,2026-02-04T17:12:23.993584+00:00
TXN00007062,ACCT019803,MEM009554,2026-01-22T17:45:46.993592+00:00,ACH,13023.14,USD,ACH transaction,MOBILE,MX,2026-01-22T18:40:46.993592+00:00
TXN00007063,ACCT016981,MEM006945,2026-02-17T20:16:53.993601+00:00,WIRE,12984.54,USD,WIRE transaction,BRANCH,MX,2026-02-17T21:14:53.993601+00:00
TXN00007064,ACCT004005,MEM008835,2026-02-14T10:04:06.993609+00:00,ATM,24672.56,USD,ATM transaction,BRANCH,US,2026-02-14T10:41:06.993609+00:00
TXN00007065,ACCT009349,MEM009993,2026-02-16T09:18:42.993618+00:00,ACH,18647.39,USD,ACH transaction,ONLINE,US,2026-02-16T10:08:42.993618+00:00
TXN00007066,ACCT006104,MEM007505,2026-02-04T02:42:33.993626+00:00,ATM,6511.04,USD,ATM transaction,ONLINE,CA,2026-02-04T02:50:33.993626+00:00
TXN00007067,ACCT023801,MEM002467,2026-01-31T15:40:20.993635+00:00,ATM,7504.62,USD,ATM transaction,MOBILE,MX,2026-01-31T16:06:20.993635+00:00
TXN00007068,ACCT008276,MEM007538,2026-02-15T03:31:01.993643+00:00,ATM,1523.75,USD,ATM transaction,BRANCH,MX,2026-02-15T04:01:01.993643+00:00
TXN00007069,ACCT010408,MEM001481,2026-02-04T18:44:45.993652+00:00,WIRE,22620.86,USD,WIRE transaction,BRANCH,MX,2026-02-04T18:51:45.993652+00:00
TXN00007070,ACCT007840,MEM007354,2026-02-05T23:32:27.993660+00:00,DEBIT,9546.36,USD,DEBIT transaction,BRANCH,MX,2026-02-06T00:32:27.993660+00:00
TXN00007071,ACCT017145,MEM009804,2026-02-16T17:40:38.993669+00:00,WIRE,5710.46,USD,WIRE transaction,ONLINE,US,2026-02-16T18:15:38.993669+00:00
TXN00007072,ACCT015043,MEM000007,2026-01-31T04:16:52.993677+00:00,WIRE,13373.98,USD,WIRE transaction,MOBILE,US,2026-01-31T04:17:52.993677+00:00
TXN00007073,ACCT022032,MEM010226,2026-02-13T01:55:17.993686+00:00,CASH_DEPOSIT,4785.55,USD,CASH_DEPOSIT transaction,BRANCH,MX,2026-02-13T02:35:17.993686+00:00
TXN00007074,ACCT014807,MEM013722,2026-02-09T19:49:30.993695+00:00,WIRE,24628.22,USD,WIRE transaction,MOBILE,US,2026-02-09T20:38:30.993695+00:00
TXN00007075,ACCT025005,MEM007852,2026-01-30T02:15:31.993704+00:00,DEBIT,20362.0,USD,DEBIT transaction,MOBILE,US,2026-01-30T02:48:31.993704+00:00
TXN00007076,ACCT023958,MEM007204,2026-01-29T15:57:26.993713+00:00,WIRE,4533.22,USD,WIRE transaction,MOBILE,US,2026-01-29T16:22:26.993713+00:00
TXN00007077,ACCT012856,MEM003402,2026-02-06T22:58:49.993721+00:00,ACH,19888.48,USD,ACH transaction,ONLINE,US,2026-02-06T22:58:49.993721+00:00
TXN00007078,ACCT004255,MEM004966,2026-02-08T15:14:00.993729+00:00,WIRE,3561.2,USD,WIRE transaction,MOBILE,US,2026-02-08T15:15:00.993729+00:00
TXN00007079,ACCT012002,MEM013258,2026-01-19T15:02:01.993738+00:00,WIRE,6322.36,USD,WIRE transaction,ATM,MX,2026-01-19T15:33:01.993738+00:00
TXN00007080,ACCT007373,MEM006458,2026-01-27T06:34:24.993746+00:00,ATM,758.85,USD,ATM transaction,ATM,US,2026-01-27T07:25:24.993746+00:00
TXN00007081,ACCT021294,MEM005513,2026-02-06T04:19:32.993754+00:00,ACH,20428.33,USD,ACH transaction,ATM,US,2026-02-06T04:27:32.993754+00:00
TXN00007082,ACCT005584,MEM000793,2026-02-12T22:51:46.993777+00:00,WIRE,16319.24,USD,WIRE transaction,ONLINE,US,2026-02-12T23:35:46.993777+00:00
TXN00007083,ACCT008177,MEM014693,2026-02-09T15:59:27.993788+00:00,ACH,21601.06,USD,ACH transaction,ATM,MX,2026-02-09T16:09:27.993788+00:00
