clearing_id,event_id,member_id,posted_amount,currency_code,posting_date,merchant_id,country_code
CLR00005760,AUTH00005760,MEM002556,3594.41,USD,2026-02-16,M01333,CA
CLR00005761,AUTH00005761,MEM009463,1009.78,USD,2026-02-15,M00144,US
CLR00005762,AUTH00005762,MEM007843,2879.0,USD,2026-02-15,M00517,US
CLR00005763,AUTH00005763,MEM012892,859.1,USD,2026-02-12,M02647,MX
CLR00005764,AUTH00005764,MEM006091,2738.65,USD,2026-02-16,M01202,CA
CLR00005765,AUTH00005765,MEM010359,1806.36,USD,2026-02-12,M01837,US
CLR00005766,AUTH00005766,MEM010227,778.47,USD,2026-02-09,M00248,CA
CLR00005767,AUTH00005767,MEM011021,4624.31,USD,2026-02-11,M02307,US
CLR00005768,AUTH00005768,MEM001561,2388.49,USD,2026-02-10,M02981,MX
CLR00005769,AUTH00005769,MEM013800,1787.98,USD,2026-02-16,M02870,US
CLR00005770,AUTH00005770,MEM001686,2676.67,USD,2026-02-16,M00602,CA
CLR00005771,AUTH00005771,MEM007270,3670.88,USD,2026-02-11,M01769,US
CLR00005772,AUTH00005772,MEM008365,4401.32,USD,2026-02-12,M02352,US
CLR00005773,AUTH00005773,MEM014501,1001.97,USD,2026-02-16,M01248,US
CLR00005774,AUTH00005774,MEM009268,4239.68,USD,2026-02-10,M02025,US
CLR00005775,AUTH00005775,MEM008397,4160.35,USD,2026-02-17,M01615,MX
CLR00005776,AUTH00005776,MEM012620,3242.07,USD,2026-02-12,M01941,US
CLR00005777,AUTH00005777,MEM012643,1326.39,USD,2026-02-15,M02081,MX
CLR00005778,AUTH00005778,MEM009586,4079.71,USD,2026-02-10,M01604,MX
CLR00005779,AUTH00005779,MEM003846,649.71,USD,2026-02-11,M02318,CA
CLR00005780,AUTH00005780,MEM003265,4524.88,USD,2026-02-12,M02164,US
CLR00005781,AUTH00005781,MEM002491,1097.58,USD,2026-02-13,M01029,US
CLR00005782,AUTH00005782,MEM008972,4432.83,USD,2026-02-12,M00074,US
CLR00005783,AUTH00005783,MEM006826,3354.33,USD,2026-02-12,M01503,US
CLR00005784,AUTH00005784,MEM006024,3082.26,USD,2026-02-14,M01294,US
CLR00005785,AUTH00005785,MEM008075,1631.17,USD,2026-02-14,M02194,US
CLR00005786,AUTH00005786,MEM001115,1113.49,USD,2026-02-10,M00459,US
CLR00005787,AUTH00005787,MEM003114,3451.3,USD,2026-02-13,M00798,MX
CLR00005788,AUTH00005788,MEM005992,3977.71,USD,2026-02-16,M02947,US
CLR00005789,AUTH00005789,MEM008720,2025.98,USD,2026-02-09,M01095,US
CLR00005790,AUTH00005790,MEM008054,2002.12,USD,2026-02-09,M01712,CA
CLR00005791,AUTH00005791,MEM006897,143.54,USD,2026-02-09,M00895,CA
CLR00005792,AUTH00005792,MEM006878,3191.68,USD,2026-02-14,M01524,US
CLR00005793,AUTH00005793,MEM012061,4523.07,USD,2026-02-16,M01150,MX
CLR00005794,AUTH00005794,MEM005564,2988.52,USD,2026-02-12,M00155,MX
CLR00005795,AUTH00005795,MEM001291,831.73,USD,2026-02-11,M00923,US
CLR00005796,AUTH00005796,MEM014975,4189.83,USD,2026-02-16,M02853,US
CLR00005797,AUTH00005797,MEM003108,3412.05,USD,2026-02-16,M02402,US
CLR00005798,AUTH00005798,MEM009396,4510.46,USD,2026-02-16,M02354,US
CLR00005799,AUTH00005799,MEM010860,4545.07,USD,2026-02-16,M00780,MX
CLR00005800,AUTH00005800,MEM014551,4938.9,USD,2026-02-17,M00268,US
CLR00005801,AUTH00005801,MEM006801,2920.67,USD,2026-02-14,M02529,MX
CLR00005802,AUTH00005802,MEM000719,376.39,USD,2026-02-13,M00673,US
CLR00005803,AUTH00005803,MEM011376,457.48,USD,2026-02-14,M01713,MX
CLR00005804,AUTH00005804,MEM001940,3895.49,USD,2026-02-16,M02571,CA
CLR00005805,AUTH00005805,MEM006103,433.97,USD,2026-02-12,M02742,CA
CLR00005806,AUTH00005806,MEM001156,865.01,USD,2026-02-08,M01082,US
CLR00005807,AUTH00005807,MEM009030,3894.01,USD,2026-02-14,M00956,US
CLR00005808,AUTH00005808,MEM010006,3925.46,USD,2026-02-16,M01879,US
CLR00005809,AUTH00005809,MEM011731,89.99,USD,2026-02-13,M02096,MX
CLR00005810,AUTH00005810,MEM013954,2511.17,USD,2026-02-14,M02823,US
CLR00005811,AUTH00005811,MEM009400,2397.86,USD,2026-02-10,M02697,CA
CLR00005812,AUTH00005812,MEM002260,3361.41,USD,2026-02-16,M01684,US
CLR00005813,AUTH00005813,MEM000566,1154.45,USD,2026-02-15,M01571,MX
CLR00005814,AUTH00005814,MEM002505,2772.47,USD,2026-02-12,M01344,CA
CLR00005815,AUTH00005815,MEM002353,3432.82,USD,2026-02-11,M01529,US
CLR00005816,AUTH00005816,MEM005695,312.54,USD,2026-02-16,M00649,CA
CLR00005817,AUTH00005817,MEM003773,2322.29,USD,2026-02-14,M01723,CA
CLR00005818,AUTH00005818,MEM012433,2254.13,USD,2026-02-11,M00656,US
CLR00005819,AUTH00005819,MEM010027,780.97,USD,2026-02-11,M01734,US
CLR00005820,AUTH00005820,MEM004773,4240.49,USD,2026-02-09,M01526,US
CLR00005821,AUTH00005821,MEM013476,3053.3,USD,2026-02-15,M00796,US
CLR00005822,AUTH00005822,MEM012031,1428.81,USD,2026-02-16,M01308,US
CLR00005823,AUTH00005823,MEM012551,4455.92,USD,2026-02-16,M00105,CA
CLR00005824,AUTH00005824,MEM005816,3135.46,USD,2026-02-09,M01717,US
CLR00005825,AUTH00005825,MEM003711,2532.77,USD,2026-02-13,M02103,US
CLR00005826,AUTH00005826,MEM005259,3989.71,USD,2026-02-09,M01843,US
CLR00005827,AUTH00005827,MEM014058,2666.51,USD,2026-02-10,M01892,MX
CLR00005828,AUTH00005828,MEM000874,159.31,USD,2026-02-12,M01034,US
CLR00005829,AUTH00005829,MEM014369,140.19,USD,2026-02-16,M02964,MX
CLR00005830,AUTH00005830,MEM009333,3090.14,USD,2026-02-16,M00768,US
CLR00005831,AUTH00005831,MEM003716,3455.89,USD,2026-02-16,M00260,CA
CLR00005832,AUTH00005832,MEM010085,2123.48,USD,2026-02-14,M00380,CA
CLR00005833,AUTH00005833,MEM005408,1645.64,USD,2026-02-13,M01872,US
CLR00005834,AUTH00005834,MEM007464,2956.42,USD,2026-02-13,M02344,US
CLR00005835,AUTH00005835,MEM009587,4278.51,USD,2026-02-10,M01994,US
CLR00005836,AUTH00005836,MEM001236,1308.55,USD,2026-02-11,M01550,CA
CLR00005837,AUTH00005837,MEM002109,3262.45,USD,2026-02-10,M01354,US
CLR00005838,AUTH00005838,MEM007687,2798.49,USD,2026-02-11,M02426,US
CLR00005839,AUTH00005839,MEM012906,2832.52,USD,2026-02-14,M02326,US
CLR00005840,AUTH00005840,MEM014321,258.61,USD,2026-02-15,M00527,US
CLR00005841,AUTH00005841,MEM004205,2283.34,USD,2026-02-12,M00528,MX
CLR00005842,AUTH00005842,MEM010892,4929.25,USD,2026-02-09,M00912,CA
CLR00005843,AUTH00005843,MEM006136,4666.33,USD,2026-02-10,M01040,CA
CLR00005844,AUTH00005844,MEM010441,3151.74,USD,2026-02-13,M02495,US
CLR00005845,AUTH00005845,MEM013264,2539.69,USD,2026-02-13,M00346,CA
CLR00005846,AUTH00005846,MEM009407,3378.89,USD,2026-02-12,M01335,US
CLR00005847,AUTH00005847,MEM001116,862.78,USD,2026-02-12,M01723,CA
CLR00005848,AUTH00005848,MEM014442,3926.58,USD,2026-02-12,M01983,CA
CLR00005849,AUTH00005849,MEM001691,2740.0,USD,2026-02-16,M00533,US
CLR00005850,AUTH00005850,MEM011696,445.96,USD,2026-02-13,M00215,US
CLR00005851,AUTH00005851,MEM000711,2641.39,USD,2026-02-17,M02107,MX
CLR00005852,AUTH00005852,MEM008707,3129.33,USD,2026-02-08,M02968,US
CLR00005853,AUTH00005853,MEM014268,1908.83,USD,2026-02-17,M02846,US
CLR00005854,AUTH00005854,MEM006173,4148.26,USD,2026-02-11,M02737,MX
CLR00005855,AUTH00005855,MEM010889,1241.77,USD,2026-02-13,M02901,US
CLR00005856,AUTH00005856,MEM003962,3500.22,USD,2026-02-12,M01880,US
CLR00005857,AUTH00005857,MEM006272,2376.67,USD,2026-02-16,M00583,US
CLR00005858,AUTH00005858,MEM014705,646.39,USD,2026-02-14,M02899,US
CLR00005859,AUTH00005859,MEM011962,2040.45,USD,2026-02-17,M00039,MX
CLR00005860,AUTH00005860,MEM011114,3794.62,USD,2026-02-09,M01500,US
CLR00005861,AUTH00005861,MEM008351,4671.59,USD,2026-02-11,M02806,US
CLR00005862,AUTH00005862,MEM010733,552.02,USD,2026-02-13,M02815,US
CLR00005863,AUTH00005863,MEM011900,3424.92,USD,2026-02-08,M01895,US
CLR00005864,AUTH00005864,MEM011146,4918.51,USD,2026-02-17,M00040,MX
CLR00005865,AUTH00005865,MEM000637,1115.19,USD,2026-02-18,M02092,US
CLR00005866,AUTH00005866,MEM004972,692.41,USD,2026-02-10,M01468,MX
CLR00005867,AUTH00005867,MEM004365,4647.55,USD,2026-02-11,M00461,US
CLR00005868,AUTH00005868,MEM000229,4303.66,USD,2026-02-09,M00488,US
CLR00005869,AUTH00005869,MEM009986,297.12,USD,2026-02-08,M02436,US
CLR00005870,AUTH00005870,MEM010669,2095.81,USD,2026-02-09,M02168,US
CLR00005871,AUTH00005871,MEM003714,3555.88,USD,2026-02-16,M00432,MX
CLR00005872,AUTH00005872,MEM006100,4013.27,USD,2026-02-14,M02722,MX
CLR00005873,AUTH00005873,MEM002448,3722.96,USD,2026-02-14,M02960,MX
CLR00005874,AUTH00005874,MEM009535,3180.55,USD,2026-02-13,M01008,US
CLR00005875,AUTH00005875,MEM010463,2886.54,USD,2026-02-10,M01806,US
CLR00005876,AUTH00005876,MEM001416,204.39,USD,2026-02-11,M00132,CA
CLR00005877,AUTH00005877,MEM005657,3578.29,USD,2026-02-13,M00897,US
CLR00005878,AUTH00005878,MEM001297,4039.07,USD,2026-02-15,M01995,US
CLR00005879,AUTH00005879,MEM013098,2921.93,USD,2026-02-15,M01571,CA
CLR00005880,AUTH00005880,MEM011512,3821.34,USD,2026-02-14,M02351,MX
CLR00005881,AUTH00005881,MEM010205,3165.38,USD,2026-02-12,M01558,US
CLR00005882,AUTH00005882,MEM005295,4003.69,USD,2026-02-12,M01580,US
CLR00005883,AUTH00005883,MEM005702,2092.83,USD,2026-02-17,M00338,US
CLR00005884,AUTH00005884,MEM009336,535.41,USD,2026-02-09,M02972,US
CLR00005885,AUTH00005885,MEM007611,1383.84,USD,2026-02-17,M02242,CA
CLR00005886,AUTH00005886,MEM004982,1588.15,USD,2026-02-13,M02627,US
CLR00005887,AUTH00005887,MEM004138,3702.74,USD,2026-02-16,M00663,CA
CLR00005888,AUTH00005888,MEM010125,2436.98,USD,2026-02-13,M00579,MX
CLR00005889,AUTH00005889,MEM005971,4242.02,USD,2026-02-12,M00985,CA
CLR00005890,AUTH00005890,MEM003296,312.3,USD,2026-02-08,M02780,US
CLR00005891,AUTH00005891,MEM014839,2073.79,USD,2026-02-10,M01884,US
CLR00005892,AUTH00005892,MEM013464,610.42,USD,2026-02-12,M01457,US
CLR00005893,AUTH00005893,MEM010790,782.34,USD,2026-02-17,M00882,US
CLR00005894,AUTH00005894,MEM001802,3042.44,USD,2026-02-09,M02412,MX
CLR00005895,AUTH00005895,MEM009512,4504.9,USD,2026-02-13,M01761,US
CLR00005896,AUTH00005896,MEM008474,2609.48,USD,2026-02-18,M01614,CA
CLR00005897,AUTH00005897,MEM013105,2581.59,USD,2026-02-17,M01276,US
CLR00005898,AUTH00005898,MEM004672,2097.17,USD,2026-02-15,M02633,US
CLR00005899,AUTH00005899,MEM011191,55.78,USD,2026-02-13,M02256,US
CLR00005900,AUTH00005900,MEM002314,459.15,USD,2026-02-16,M02732,US
CLR00005901,AUTH00005901,MEM007774,3083.22,USD,2026-02-13,M01734,CA
CLR00005902,AUTH00005902,MEM009605,2290.93,USD,2026-02-13,M00408,MX
CLR00005903,AUTH00005903,MEM005934,4170.35,USD,2026-02-15,M01086,CA
CLR00005904,AUTH00005904,MEM008710,2185.29,USD,2026-02-08,M00371,MX
CLR00005905,AUTH00005905,MEM012959,2906.25,USD,2026-02-10,M02162,US
CLR00005906,AUTH00005906,MEM011830,1484.2,USD,2026-02-09,M02292,US
CLR00005907,AUTH00005907,MEM014959,1130.98,USD,2026-02-09,M01681,US
CLR00005908,AUTH00005908,MEM013250,4811.47,USD,2026-02-08,M02482,CA
CLR00005909,AUTH00005909,MEM003181,3775.37,USD,2026-02-11,M00986,CA
CLR00005910,AUTH00005910,MEM013177,252.11,USD,2026-02-11,M02417,US
CLR00005911,AUTH00005911,MEM009350,4753.4,USD,2026-02-14,M00465,MX
CLR00005912,AUTH00005912,MEM011541,3375.75,USD,2026-02-16,M02512,CA
CLR00005913,AUTH00005913,MEM002862,2883.33,USD,2026-02-11,M01116,MX
CLR00005914,AUTH00005914,MEM007357,4782.17,USD,2026-02-17,M02066,US
CLR00005915,AUTH00005915,MEM014888,1801.1,USD,2026-02-09,M00457,US
CLR00005916,AUTH00005916,MEM013448,145.66,USD,2026-02-11,M00315,MX
CLR00005917,AUTH00005917,MEM002708,3792.01,USD,2026-02-09,M00159,CA
CLR00005918,AUTH00005918,MEM001062,3521.01,USD,2026-02-16,M00752,MX
CLR00005919,AUTH00005919,MEM010089,2281.99,USD,2026-02-09,M01682,US
CLR00005920,AUTH00005920,MEM007640,1967.63,USD,2026-02-08,M00891,CA
CLR00005921,AUTH00005921,MEM007418,2698.61,USD,2026-02-13,M02729,US
CLR00005922,AUTH00005922,MEM001510,3324.08,USD,2026-02-18,M02699,US
CLR00005923,AUTH00005923,MEM005002,1422.41,USD,2026-02-14,M00917,MX
CLR00005924,AUTH00005924,MEM008295,356.92,USD,2026-02-12,M01970,CA
CLR00005925,AUTH00005925,MEM003730,3844.36,USD,2026-02-16,M00842,US
CLR00005926,AUTH00005926,MEM007100,387.11,USD,2026-02-08,M01219,MX
CLR00005927,AUTH00005927,MEM013100,3955.0,USD,2026-02-17,M00341,US
CLR00005928,AUTH00005928,MEM010740,4764.42,USD,2026-02-08,M00909,US
CLR00005929,AUTH00005929,MEM014544,42.65,USD,2026-02-12,M02273,MX
CLR00005930,AUTH00005930,MEM010142,2384.95,USD,2026-02-14,M00814,US
CLR00005931,AUTH00005931,MEM009431,3286.51,USD,2026-02-15,M02879,MX
CLR00005932,AUTH00005932,MEM006971,4390.15,USD,2026-02-12,M02335,CA
CLR00005933,AUTH00005933,MEM008003,3147.36,USD,2026-02-09,M02248,US
CLR00005934,AUTH00005934,MEM011997,1891.84,USD,2026-02-14,M00507,US
CLR00005935,AUTH00005935,MEM008275,2510.45,USD,2026-02-16,M00514,US
CLR00005936,AUTH00005936,MEM014139,2111.17,USD,2026-02-12,M01462,CA
CLR00005937,AUTH00005937,MEM006589,3014.68,USD,2026-02-10,M00055,CA
CLR00005938,AUTH00005938,MEM005203,718.23,USD,2026-02-18,M02706,US
CLR00005939,AUTH00005939,MEM005887,4398.27,USD,2026-02-10,M01393,MX
CLR00005940,AUTH00005940,MEM008975,4208.71,USD,2026-02-12,M00752,CA
CLR00005941,AUTH00005941,MEM001357,244.93,USD,2026-02-16,M02819,US
CLR00005942,AUTH00005942,MEM008039,2001.71,USD,2026-02-09,M02025,US
CLR00005943,AUTH00005943,MEM006803,3521.2,USD,2026-02-13,M02308,CA
CLR00005944,AUTH00005944,MEM008662,2858.15,USD,2026-02-15,M01863,US
CLR00005945,AUTH00005945,MEM012277,4230.81,USD,2026-02-17,M01968,CA
CLR00005946,AUTH00005946,MEM008114,673.71,USD,2026-02-15,M02549,US
CLR00005947,AUTH00005947,MEM005188,3945.22,USD,2026-02-16,M00866,US
CLR00005948,AUTH00005948,MEM007053,1367.49,USD,2026-02-09,M00450,MX
CLR00005949,AUTH00005949,MEM001038,599.52,USD,2026-02-17,M00006,US
CLR00005950,AUTH00005950,MEM011274,3332.84,USD,2026-02-17,M00983,US
CLR00005951,AUTH00005951,MEM011766,2955.39,USD,2026-02-12,M02082,MX
CLR00005952,AUTH00005952,MEM000817,2415.3,USD,2026-02-13,M00876,CA
CLR00005953,AUTH00005953,MEM006038,2414.8,USD,2026-02-14,M00238,US
CLR00005954,AUTH00005954,MEM011924,2187.44,USD,2026-02-15,M01474,US
CLR00005955,AUTH00005955,MEM013400,4107.12,USD,2026-02-17,M01829,US
CLR00005956,AUTH00005956,MEM000217,3198.11,USD,2026-02-13,M02542,US
CLR00005957,AUTH00005957,MEM001200,269.47,USD,2026-02-14,M00560,CA
CLR00005958,AUTH00005958,MEM011572,1380.49,USD,2026-02-16,M02389,CA
CLR00005959,AUTH00005959,MEM002130,4848.68,USD,2026-02-09,M02753,US
CLR00005960,AUTH00005960,MEM010335,3900.47,USD,2026-02-09,M02486,US
CLR00005961,AUTH00005961,MEM003602,1601.53,USD,2026-02-13,M02098,MX
CLR00005962,AUTH00005962,MEM004016,1025.18,USD,2026-02-11,M02767,US
CLR00005963,AUTH00005963,MEM004072,825.46,USD,2026-02-15,M02554,MX
CLR00005964,AUTH00005964,MEM003190,1821.21,USD,2026-02-10,M00272,MX
CLR00005965,AUTH00005965,MEM003601,3858.07,USD,2026-02-13,M01272,MX
CLR00005966,AUTH00005966,MEM002824,679.32,USD,2026-02-17,M02515,US
CLR00005967,AUTH00005967,MEM003679,1676.23,USD,2026-02-13,M02792,US
CLR00005968,AUTH00005968,MEM003702,2296.73,USD,2026-02-15,M00850,US
CLR00005969,AUTH00005969,MEM005406,3520.3,USD,2026-02-14,M02228,US
CLR00005970,AUTH00005970,MEM012833,4472.15,USD,2026-02-16,M01626,MX
CLR00005971,AUTH00005971,MEM009770,611.7,USD,2026-02-17,M02788,US
CLR00005972,AUTH00005972,MEM004447,2713.18,USD,2026-02-14,M02128,CA
CLR00005973,AUTH00005973,MEM003205,3160.01,USD,2026-02-09,M02853,MX
CLR00005974,AUTH00005974,MEM000427,4064.25,USD,2026-02-15,M00800,US
CLR00005975,AUTH00005975,MEM001090,556.93,USD,2026-02-10,M02098,CA
CLR00005976,AUTH00005976,MEM009859,243.84,USD,2026-02-14,M02333,US
CLR00005977,AUTH00005977,MEM011404,2989.44,USD,2026-02-15,M02039,US
CLR00005978,AUTH00005978,MEM004848,4015.1,USD,2026-02-13,M01497,MX
CLR00005979,AUTH00005979,MEM009836,952.49,USD,2026-02-17,M02885,CA
CLR00005980,AUTH00005980,MEM001097,1353.67,USD,2026-02-17,M00765,US
CLR00005981,AUTH00005981,MEM012964,605.42,USD,2026-02-12,M00951,US
CLR00005982,AUTH00005982,MEM012991,3222.84,USD,2026-02-15,M02531,US
CLR00005983,AUTH00005983,MEM005224,2876.07,USD,2026-02-17,M01236,US
CLR00005984,AUTH00005984,MEM007272,3851.73,USD,2026-02-17,M01038,US
CLR00005985,AUTH00005985,MEM004129,2075.7,USD,2026-02-11,M01151,US
CLR00005986,AUTH00005986,MEM005324,468.08,USD,2026-02-09,M01130,US
CLR00005987,AUTH00005987,MEM008740,353.61,USD,2026-02-15,M02823,US
CLR00005988,AUTH00005988,MEM002758,3476.63,USD,2026-02-09,M00398,CA
CLR00005989,AUTH00005989,MEM003291,574.4,USD,2026-02-12,M01354,US
CLR00005990,AUTH00005990,MEM006478,2093.89,USD,2026-02-15,M02583,US
CLR00005991,AUTH00005991,MEM008048,3433.24,USD,2026-02-12,M00327,US
CLR00005992,AUTH00005992,MEM005817,4800.94,USD,2026-02-10,M01949,US
CLR00005993,AUTH00005993,MEM013696,1123.16,USD,2026-02-15,M01953,US
CLR00005994,AUTH00005994,MEM005152,139.85,USD,2026-02-08,M00673,MX
CLR00005995,AUTH00005995,MEM010777,222.17,USD,2026-02-12,M01882,US
CLR00005996,AUTH00005996,MEM003722,2463.32,USD,2026-02-16,M01614,CA
CLR00005997,AUTH00005997,MEM011086,2120.95,USD,2026-02-10,M00561,US
CLR00005998,AUTH00005998,MEM000788,3896.13,USD,2026-02-15,M01550,US
CLR00005999,AUTH00005999,MEM004308,3930.23,USD,2026-02-12,M00301,MX
CLR00006000,AUTH00006000,MEM007612,3716.26,USD,2026-02-14,M00623,US
CLR00006001,AUTH00006001,MEM000523,440.25,USD,2026-02-10,M02994,US
CLR00006002,AUTH00006002,MEM012160,2893.18,USD,2026-02-17,M01518,CA
CLR00006003,AUTH00006003,MEM006599,4427.7,USD,2026-02-15,M02182,MX
CLR00006004,AUTH00006004,MEM007278,4625.15,USD,2026-02-09,M00020,US
CLR00006005,AUTH00006005,MEM006728,4951.77,USD,2026-02-17,M02210,CA
CLR00006006,AUTH00006006,MEM005505,4188.1,USD,2026-02-13,M01039,MX
CLR00006007,AUTH00006007,MEM010119,2809.2,USD,2026-02-13,M00459,US
CLR00006008,AUTH00006008,MEM010335,20.55,USD,2026-02-10,M02409,US
CLR00006009,AUTH00006009,MEM011897,1028.9,USD,2026-02-09,M01105,US
CLR00006010,AUTH00006010,MEM002588,123.83,USD,2026-02-09,M02606,MX
CLR00006011,AUTH00006011,MEM002567,2842.27,USD,2026-02-09,M00356,US
CLR00006012,AUTH00006012,MEM003863,3782.92,USD,2026-02-16,M00072,US
CLR00006013,AUTH00006013,MEM006396,1425.08,USD,2026-02-13,M01054,US
CLR00006014,AUTH00006014,MEM001436,2827.57,USD,2026-02-15,M01860,CA
CLR00006015,AUTH00006015,MEM006544,4811.22,USD,2026-02-10,M00751,US
CLR00006016,AUTH00006016,MEM008815,3499.26,USD,2026-02-18,M02490,US
CLR00006017,AUTH00006017,MEM014396,3981.96,USD,2026-02-12,M00385,MX
CLR00006018,AUTH00006018,MEM000725,3196.28,USD,2026-02-15,M02051,CA
CLR00006019,AUTH00006019,MEM011706,2503.95,USD,2026-02-17,M02929,MX
CLR00006020,AUTH00006020,MEM008502,1300.49,USD,2026-02-08,M00360,CA
CLR00006021,AUTH00006021,MEM004069,2120.2,USD,2026-02-10,M00998,US
CLR00006022,AUTH00006022,MEM009798,4008.01,USD,2026-02-11,M02824,US
CLR00006023,AUTH00006023,MEM014701,1785.42,USD,2026-02-15,M01001,CA
CLR00006024,AUTH00006024,MEM007948,2566.01,USD,2026-02-09,M02866,US
CLR00006025,AUTH00006025,MEM006153,1361.4,USD,2026-02-10,M02306,US
CLR00006026,AUTH00006026,MEM014777,3728.26,USD,2026-02-12,M00070,CA
CLR00006027,AUTH00006027,MEM013462,4655.84,USD,2026-02-14,M00266,MX
CLR00006028,AUTH00006028,MEM011240,4321.39,USD,2026-02-17,M01572,US
CLR00006029,AUTH00006029,MEM000222,3970.55,USD,2026-02-16,M01110,CA
CLR00006030,AUTH00006030,MEM005189,4160.65,USD,2026-02-11,M00566,MX
CLR00006031,AUTH00006031,MEM010587,4180.88,USD,2026-02-13,M01757,MX
CLR00006032,AUTH00006032,MEM012671,198.15,USD,2026-02-16,M00491,US
CLR00006033,AUTH00006033,MEM012602,1103.35,USD,2026-02-13,M00221,MX
CLR00006034,AUTH00006034,MEM001022,1507.7,USD,2026-02-11,M02894,US
CLR00006035,AUTH00006035,MEM014450,830.67,USD,2026-02-10,M01307,US
CLR00006036,AUTH00006036,MEM008800,2260.49,USD,2026-02-14,M01011,MX
CLR00006037,AUTH00006037,MEM007661,4329.37,USD,2026-02-08,M00784,US
CLR00006038,AUTH00006038,MEM012592,630.8,USD,2026-02-13,M01597,US
CLR00006039,AUTH00006039,MEM001860,4847.57,USD,2026-02-18,M01479,US
CLR00006040,AUTH00006040,MEM001326,1337.42,USD,2026-02-17,M02660,US
CLR00006041,AUTH00006041,MEM013232,3589.93,USD,2026-02-11,M02200,CA
CLR00006042,AUTH00006042,MEM002150,3352.4,USD,2026-02-09,M00872,MX
CLR00006043,AUTH00006043,MEM002421,1867.03,USD,2026-02-11,M00835,MX
CLR00006044,AUTH00006044,MEM011616,586.14,USD,2026-02-17,M02689,US
CLR00006045,AUTH00006045,MEM013712,1592.34,USD,2026-02-11,M02702,MX
CLR00006046,AUTH00006046,MEM004060,795.49,USD,2026-02-09,M00344,CA
CLR00006047,AUTH00006047,MEM004835,474.14,USD,2026-02-17,M02424,US
CLR00006048,AUTH00006048,MEM004650,660.98,USD,2026-02-14,M01903,MX
CLR00006049,AUTH00006049,MEM007041,786.82,USD,2026-02-15,M01331,CA
CLR00006050,AUTH00006050,MEM003244,479.93,USD,2026-02-11,M00569,MX
CLR00006051,AUTH00006051,MEM000219,2582.06,USD,2026-02-18,M01164,CA
CLR00006052,AUTH00006052,MEM012825,3775.21,USD,2026-02-14,M00816,US
CLR00006053,AUTH00006053,MEM005579,168.6,USD,2026-02-12,M01644,MX
CLR00006054,AUTH00006054,MEM000426,3851.76,USD,2026-02-16,M01738,US
CLR00006055,AUTH00006055,MEM004221,3400.96,USD,2026-02-12,M01556,MX
CLR00006056,AUTH00006056,MEM007222,913.93,USD,2026-02-09,M00489,US
CLR00006057,AUTH00006057,MEM013295,4250.26,USD,2026-02-12,M02384,US
CLR00006058,AUTH00006058,MEM007240,3883.33,USD,2026-02-08,M02980,US
CLR00006059,AUTH00006059,MEM000257,2274.91,USD,2026-02-08,M01189,MX
CLR00006060,AUTH00006060,MEM005993,2336.88,USD,2026-02-12,M02948,MX
CLR00006061,AUTH00006061,MEM011263,3784.53,USD,2026-02-11,M01575,US
CLR00006062,AUTH00006062,MEM012357,2399.33,USD,2026-02-15,M00262,US
CLR00006063,AUTH00006063,MEM008023,1772.57,USD,2026-02-11,M02102,US
CLR00006064,AUTH00006064,MEM003563,1189.51,USD,2026-02-08,M01944,US
CLR00006065,AUTH00006065,MEM010571,3958.23,USD,2026-02-18,M00659,MX
CLR00006066,AUTH00006066,MEM003082,4378.8,USD,2026-02-14,M00310,US
CLR00006067,AUTH00006067,MEM005555,3555.61,USD,2026-02-14,M01869,US
CLR00006068,AUTH00006068,MEM002445,2328.61,USD,2026-02-17,M01989,CA
CLR00006069,AUTH00006069,MEM008353,3318.31,USD,2026-02-13,M02745,CA
CLR00006070,AUTH00006070,MEM007334,1069.16,USD,2026-02-13,M02955,CA
CLR00006071,AUTH00006071,MEM013969,1182.73,USD,2026-02-15,M02639,CA
CLR00006072,AUTH00006072,MEM004443,4761.45,USD,2026-02-08,M01893,CA
CLR00006073,AUTH00006073,MEM001039,435.57,USD,2026-02-16,M01606,US
CLR00006074,AUTH00006074,MEM000021,1324.56,USD,2026-02-13,M02590,CA
CLR00006075,AUTH00006075,MEM006880,2791.01,USD,2026-02-16,M02952,MX
CLR00006076,AUTH00006076,MEM007422,4374.07,USD,2026-02-14,M00949,US
CLR00006077,AUTH00006077,MEM011344,3473.55,USD,2026-02-12,M01037,CA
CLR00006078,AUTH00006078,MEM006501,1233.01,USD,2026-02-10,M00615,CA
CLR00006079,AUTH00006079,MEM006857,1755.23,USD,2026-02-18,M00527,US
CLR00006080,AUTH00006080,MEM009137,2736.42,USD,2026-02-16,M00124,CA
CLR00006081,AUTH00006081,MEM005250,3235.01,USD,2026-02-11,M02203,US
CLR00006082,AUTH00006082,MEM007173,609.37,USD,2026-02-09,M02157,MX
CLR00006083,AUTH00006083,MEM001025,718.37,USD,2026-02-12,M00214,MX
CLR00006084,AUTH00006084,MEM014485,2345.72,USD,2026-02-09,M00204,MX
CLR00006085,AUTH00006085,MEM012720,3632.78,USD,2026-02-14,M02168,US
CLR00006086,AUTH00006086,MEM002914,3289.22,USD,2026-02-08,M02253,US
CLR00006087,AUTH00006087,MEM005230,4606.62,USD,2026-02-10,M02661,CA
CLR00006088,AUTH00006088,MEM009797,1324.71,USD,2026-02-17,M01393,US
CLR00006089,AUTH00006089,MEM002238,679.52,USD,2026-02-11,M00937,US
